3.26101541426032E-01	9.03501941542613E-05	1.08359703960409E-01	7.85883222334087E-02	3.44521511159837E+00	6.56214881967753E+00	3.81604709103703E-01	8.96640936378389E+02	4.40301180630922E-01	9.84225205611437E-07
2.11696953233331E-01	1.11397578304883E-04	4.86276819933671E-02	6.53146331571042E-02	1.34999257884919E+00	3.37816885160282E+00	4.19367950037121E-01	1.52039865888655E+03	5.49058300815522E-01	1.21652084179222E-06
3.39458688255399E-01	9.54549666592936E-05	1.28331328117847E-01	7.43048044480383E-02	4.34798440802842E+00	7.43354888679459E+00	4.19067550823092E-01	1.21573011875152E+03	8.15028419904410E-01	1.47068530367687E-06
3.75920725893229E-01	1.13700275114601E-04	6.33045945384539E-02	6.22916045226156E-02	2.15504850726574E+00	7.66501083178445E+00	2.83708987664431E-01	9.74058722052723E+02	2.00819095037877E-01	2.04950739298947E-06
5.02398189809173E-01	1.48108028587971E-05	4.75332072173710E-02	7.63437877967953E-02	2.13561661820858E+00	6.13071734784170E+00	4.50120476074516E-01	7.41417351644486E+02	8.27300849743187E-01	2.45430976203642E-06
5.21322302147746E-01	4.39702410460880E-05	1.36208690516837E-01	5.59385705366730E-02	1.11835099477320E+00	4.39031828660517E+00	4.03258081804961E-01	1.05535905053839E+03	8.00230288691818E-01	1.00953240809030E-06
3.09339767973870E-01	7.76792115228420E-05	1.49088916273182E-01	9.28443247824907E-02	1.25145099870860E+00	7.17173706088215E+00	2.77898490335792E-01	1.28658775286749E+03	4.55511551909148E-01	1.42740184601862E-06
4.62504239100962E-01	4.33991284413990E-05	4.73951036572456E-02	5.58522936888039E-02	3.21328232344240E+00	7.80618351511657E+00	1.59314373414963E-01	1.61743200626224E+03	9.68367520533502E-01	1.94891603761352E-06
2.78843600861728E-01	2.46375160030514E-05	1.23245986831933E-01	9.91458413191139E-02	4.80155768617987E+00	6.52975665172562E+00	4.08744235709309E-01	1.42751335138455E+03	9.65543730556965E-01	1.50704973083920E-06
5.89107956644147E-01	7.53037234130511E-05	6.51944214757066E-02	3.12036040425300E-02	2.32580003049224E+00	6.04599134111776E+00	1.44488093908876E-01	1.27344326404854E+03	5.36142135411501E-01	7.03068078774958E-07
2.46614648867398E-01	3.36560102439532E-05	6.55436776946298E-02	3.51850406453013E-02	3.71665365248918E+00	3.78713446203619E+00	1.86307522375136E-01	1.36251111505553E+03	2.72297463007271E-01	1.90757680109236E-06
2.94945722911506E-01	8.20704511513450E-05	5.05230975084472E-02	8.90996642224490E-02	2.63447288610041E+00	2.50005662208423E+00	1.66898168250918E-01	6.57969263568520E+02	8.62861068546772E-01	1.36164229162968E-06
2.91988611873239E-01	6.15443000027339E-06	9.06859696581028E-02	4.25883791781961E-02	1.43970129080116E+00	4.67348487721756E+00	4.79745896626263E-01	1.47587347682565E+03	6.34528924711048E-01	9.92618744401261E-07
5.71322522591799E-01	8.37445447648296E-05	1.04914421686530E-01	7.36736150085926E-02	4.12907041981816E+00	3.52299593295902E+00	4.85189171228557E-01	1.69352273549884E+03	3.85934047587215E-01	1.25657402526121E-06
2.21873450092971E-01	3.27922614584676E-05	1.39779503734316E-01	6.39898456819355E-02	2.92621073871851E+00	6.92951030330732E+00	1.54243354499340E-01	1.07535440661013E+03	4.85070961341261E-01	1.80799374929629E-06
3.41625943873077E-01	1.12897534337229E-04	7.12026402247138E-03	5.59799119271337E-02	2.78045165445655E+00	5.60061774821951E+00	2.54849676694721E-01	1.15101071828976E+03	9.44415236450731E-01	2.60327988767530E-06
3.01535956095904E-01	8.78504586721283E-05	1.46374971355777E-01	2.86359003372490E-02	3.62465506698936E+00	4.56319596571847E+00	4.05927310138940E-01	9.38325597066432E+02	9.00796604342758E-01	1.31467350332532E-06
5.47609600704163E-01	2.70628073366616E-05	1.17867929527629E-01	8.70804481022060E-02	2.49583783838897E+00	4.98182733263820E+00	1.90508263092488E-01	1.53252307204529E+03	3.89183200895786E-01	1.34790306231007E-06
3.23667938355356E-01	1.18078468821004E-05	7.89061127940192E-02	4.74258213676512E-02	4.02453643735498E+00	3.63009554985910E+00	2.06868291087448E-01	8.53596938028931E+02	3.44804910570383E-01	1.72720098162535E-06
2.55875387601554E-01	7.92278075523731E-05	8.86144920827355E-02	3.52047507464885E-02	1.22142541501671E+00	5.85641079349443E+00	3.24601868819445E-01	1.68087988765910E+03	8.04356993176043E-01	2.47577433891128E-06
5.17102198302745E-01	4.60407376009388E-05	1.13212456937879E-01	6.88039111159741E-02	3.83311213273555E+00	2.32013999670743E+00	3.13429505750537E-01	1.40242725145071E+03	7.33884020708501E-01	2.67700380454771E-06
3.05782630201429E-01	1.94976925945149E-05	7.01704694689251E-03	7.58764272183179E-02	2.31264934316277E+00	6.71972096199169E+00	4.13553091231733E-01	1.45230556866154E+03	4.02734816819429E-01	2.25728608111385E-06
3.94386281166225E-01	4.64035375678834E-05	1.56432974796881E-01	6.31197172775864E-02	1.64569623768329E+00	6.32071346323937E+00	4.12565514724701E-01	9.30085295531898E+02	3.90796005353331E-01	2.93048344545532E-06
2.64615233149379E-01	4.00057450352578E-05	6.86919319217093E-02	9.75229219906032E-02	2.68597852997481E+00	3.83185323700308E+00	1.08793937880545E-01	1.60001741917803E+03	4.36225764639675E-01	1.66757273145485E-06
4.51259153522551E-01	7.98618138570704E-05	1.33428122444404E-01	8.44275168329477E-02	2.02001425903290E+00	2.62429262232035E+00	2.28301597852259E-01	1.73554915487766E+03	6.74595903977751E-01	1.82467590805608E-06
4.55607250705361E-01	1.14792302066810E-04	8.20720274553634E-02	6.47033608518540E-02	3.09555441886186E+00	7.46771559864282E+00	3.54776259232312E-01	9.35426243674010E+02	3.18653759174048E-01	1.46886291331611E-06
5.99066507816314E-01	8.51624415943855E-05	7.38664853715337E-02	8.34296371787786E-02	4.15986090432852E+00	3.18872151337563E+00	2.81632840447127E-01	1.46421334650367E+03	6.58821109682321E-01	2.01078261556103E-06
4.11874394491314E-01	1.07719507629608E-04	1.53938048888044E-01	9.07143177278339E-02	2.22716384101659E+00	6.97822960279882E+00	1.04136057384312E-01	8.31262575276196E+02	2.99556652829051E-01	2.50334098113235E-06
3.86534703243523E-01	2.06107797638495E-05	5.25205505466088E-02	5.15043438598513E-02	3.92155893798917E+00	6.83961990429088E+00	3.25632265675812E-01	1.17743764836341E+03	8.91440422087907E-01	2.10242718448862E-06
3.53752189129591E-01	4.65822908412996E-05	6.88967484157532E-02	3.69014996476471E-02	4.79003181681036E+00	7.08897715667262E+00	1.57197417039424E-01	1.72332551814615E+03	7.02115660719573E-01	2.94661797406151E-06
3.67825743556022E-01	1.48305592382997E-05	9.81516879548784E-02	9.09613857045769E-02	4.05920207966119E+00	4.99849017476662E+00	1.65001982636749E-01	8.91219114325940E+02	8.13930678740143E-01	7.19355736067518E-07
5.23388758767396E-01	2.11182518399780E-05	5.98395826742984E-02	7.88680692575872E-02	1.40497464314103E+00	3.36720337485894E+00	1.00067111384123E-01	7.88812720868736E+02	6.20666326582431E-01	1.11230093594640E-06
3.42102713603526E-01	9.30635179973994E-05	6.55494268922135E-02	4.97858098521828E-02	4.96006805077195E+00	7.78667070996016E+00	2.23119111731648E-01	9.14928680565208E+02	2.79916216246783E-01	9.80282424553297E-07
3.84227321296930E-01	9.42501561730987E-05	5.80628232647199E-02	4.29430856369435E-02	2.87432202696800E+00	6.39996420126408E+00	1.35665319114923E-01	1.14191882153973E+03	6.19445790536701E-01	2.83987278714776E-06
2.98979348968714E-01	5.23889997785964E-05	1.51831932175857E-01	3.39261896535754E-02	1.60980579536408E+00	5.07211603969335E+00	4.84378750063479E-01	8.78593346569687E+02	8.30264067649841E-01	1.93904497935436E-06
5.90163252502679E-01	7.90377218952769E-05	4.10600437455344E-02	3.31791673041880E-02	1.39604185707867E+00	3.18781975610181E+00	2.50297098048031E-01	1.76826946036890E+03	8.71559265814721E-01	9.33735766843892E-07
5.22887527663260E-01	1.14456934147359E-04	8.67684433864429E-02	3.73325552046299E-02	4.83307016734033E+00	2.46902825124561E+00	3.72746418230235E-01	1.04851308753714E+03	8.46755180321633E-01	1.75341855352744E-06
4.81669800449162E-01	4.25295092541871E-05	5.94300742902327E-02	5.97461809404194E-02	3.20364783797413E+00	7.32542240712791E+00	2.45907024201005E-01	1.05526496674865E+03	4.21314671076834E-01	2.67683422230184E-06
3.61052231118083E-01	3.86428271294275E-05	1.33442558837961E-01	7.99658485129475E-02	1.42111961916089E+00	3.82518768636509E+00	3.65847630333155E-01	1.42473813146352E+03	7.34252109378576E-01	1.02075605443678E-06
4.90644171927124E-01	3.71150140038783E-05	1.69473779964726E-02	2.01821009255945E-02	2.62105673830956E+00	7.28997065452858E+00	2.11489198077470E-01	6.40477474965155E+02	8.34115792065858E-01	2.38686887021176E-06
5.45603839401155E-01	5.22452200351582E-05	6.89589920872822E-02	6.96857962198555E-02	2.02717792987823E+00	7.89721367554739E+00	4.46505849063396E-01	1.02103143101558E+03	4.86760489456355E-01	1.29395658422727E-06
3.17979612760245E-01	2.24342480834544E-05	1.46646033211704E-01	5.94115928560495E-02	3.67419261019676E+00	4.14745526015758E+00	2.84775350615382E-01	1.49491618741303E+03	6.45082508400082E-01	2.20018861223943E-06
5.69197871908545E-01	1.75321591448781E-05	1.34778711765352E-01	7.83720463700592E-02	2.34519412741065E+00	4.20448996359482E+00	4.38905845023691E-01	8.49812966398894E+02	2.89923561736941E-01	2.91039947511162E-06
4.93303943797946E-01	7.27047639601642E-05	7.59339498714078E-02	8.33081844449043E-02	2.46426010038703E+00	5.28184624668210E+00	4.97299645282328E-01	1.21224219202995E+03	5.33056109957396E-01	2.65907582081854E-06
5.47748181317001E-01	4.04173805750318E-05	6.79330243589356E-03	9.09885038621723E-02	3.08567861933261E+00	5.88314651791006E+00	3.18944067228585E-01	1.01917567458003E+03	5.56202043779194E-01	2.90881213690154E-06
3.21458113100379E-01	2.64737649566931E-05	2.42817220200318E-02	7.17898135259747E-02	4.08085471857339E+00	2.68686017813161E+00	4.56795776262879E-01	8.19682000111788E+02	6.76066829822957E-01	1.00803365830797E-06
3.05829309672117E-01	2.50213363223532E-05	9.25519774947315E-03	6.49193860031664E-02	2.46131074614822E+00	3.63175811572000E+00	4.68332224432379E-01	1.71900125965476E+03	2.32594162225723E-01	1.14360392903909E-06
3.07782716304063E-01	8.58039389415244E-05	3.62047543748747E-02	8.29293905943632E-02	3.69325965922325E+00	2.36959144705906E+00	3.65480182226747E-01	6.22741985041648E+02	7.45314381830394E-01	1.55053904622327E-06
3.69984509330242E-01	2.49037804749388E-05	1.53291192165622E-01	4.96487307362258E-02	3.80103131197392E+00	3.55896562011912E+00	4.13851204328239E-01	1.67482984475791E+03	5.33548972569406E-01	2.61988218200858E-06
4.89436132647097E-01	7.67505835095085E-05	8.76648715474177E-02	6.17161931283772E-02	4.86660233326256E+00	6.20310357538983E+00	3.32189865410327E-01	6.86764209251850E+02	5.45989990234375E-01	1.57682320403400E-06
2.89584367815405E-01	1.05717563296185E-04	2.98657660320866E-02	9.20981377363205E-02	1.92747405264526E+00	2.93674064707010E+00	1.89567734673619E-01	1.08708542631939E+03	6.65800500288605E-01	2.14170916271396E-06
3.93254466354847E-01	2.70738482443621E-05	9.30850168460048E-02	9.69741415232420E-02	4.03281693998724E+00	4.97171219438314E+00	3.87813144735991E-01	1.26663085268810E+03	4.96905468218028E-01	2.83435822338797E-06
2.54279611539095E-01	9.34503057386851E-05	1.55585025376640E-01	8.72291035950184E-02	1.91935979388654E+00	4.25655420124530E+00	1.76998524181544E-01	1.61159195769578E+03	8.31450585275888E-01	2.16052261730656E-06
4.70964103192091E-01	6.72584481376875E-05	1.43458468783646E-03	5.06071370653808E-02	2.49502257537096E+00	5.27317992877215E+00	1.20818077865988E-01	9.83677834644913E+02	5.10195675119757E-01	2.80771446011494E-06
